
---------------------------------第1页------------------------------

------------------------------该页有20条微博-----------------------------
{'nickname': '铁路的卫士', 'txt': '\n                    危急时刻挺身而出！工人李淑芬流血又流泪！父亲壮烈牺牲！！家人受伤害！遭威胁！！为国家利益，为党和人民利益！付出了巨大代价！发微博上万条，为何这样冷漠！？失职贪官（凶手）犯罪集团，…高科技搞连环谋杀案！……北京铁路局；秦皇岛车务段；秦皇岛站；有多人涉贪腐案，失职贪官和凶手，逍遥法外 \u200b  展开全文c ', 'date': '\n01月09日22:57\n', 'device': 'iPad mini', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Pisigomet', 'txt': '\n                    电子显微镜武汉不明原因的病毒性肺炎疫情病原学鉴定传来重要进展。据央视网报道，截至1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。病原检测结果初步评估专 \u200b  展开全文c ', 'date': '\n01月09日21:32\n', 'device': 'HUAWEI Mate 20', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '李医生的科普小站', 'txt': '\n                    不要过度恐慌，目前的疫情控制手段和反应速度已经今非昔比                ', 'date': '01月09日08:31', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '123', 'comment_count': '394', 'like_count': '573'}
{'nickname': '在困难的日子里微笑前行', 'txt': '\n                    提高警惕，避免肺炎疫情扩散。                ', 'date': '01月09日18:31', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '4', 'comment_count': '1', 'like_count': 0}
{'nickname': '在困难的日子里微笑前行', 'txt': '\n                    提高警惕，避免肺炎疫情扩散。                ', 'date': '01月09日18:31', 'device': '专业版微博', 'favorate_count': 0, 'forward_count': '4', 'comment_count': '1', 'like_count': 0}
{'nickname': '绿油油的小菜菜', 'txt': '\n                    日本沖繩時隔33年再度爆發豬瘟疫情。包括知名的「阿古豬」在內，沖繩縣政府連兩天，緊急撲殺1800多頭豬隻。不過因為豬肉是沖繩人的主要食材，豬瘟疫情恐重創餐廳跟觀光業。       過去兩天，總計有1813頭豬被撲殺，原來這些豬，感染了傳統豬瘟，這可是沖繩1986年以來的第一次，而且被撲殺的豬隻中， \u200b  展开全文c ', 'date': '\n01月09日21:27\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '今天当欧皇', 'txt': '\n                    //@打开幸福的_盒子:自己父母早接来身边躲躲疫情了吧                ', 'date': '01月09日20:13', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}
{'nickname': '独行骑士·Lwf', 'txt': '\n#腾讯新闻# 新型冠状病毒！武汉不明原因肺炎疫情“元凶”初步判定O新型冠状病毒！武汉不明原因肺炎疫情“元凶”初步判定 来自@腾讯新闻 \u200b                ', 'date': '\n01月09日21:23\n', 'device': '腾讯新闻客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '独行骑士·Lwf', 'txt': '\n#腾讯新闻# 专家解读武汉肺炎疫情：病毒传染性弱 应及时披露信息以免外界恐慌O专家解读武汉肺炎疫情：病毒传染性弱 应及时披露信息以免外界恐慌 来自@腾讯新闻 \u200b                ', 'date': '\n01月09日21:23\n', 'device': '腾讯新闻客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '用户5755743225', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日21:21\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '铁牛投研', 'txt': '\n                    深交所：研究推出ETF集合申购机制 大力发展核心ETF产品北向资金今日净买入贵州茅台8.46亿元截至2019年年底公募基金规模约14.80万亿元 创历史新高商务部：中美将于下周签署第一阶段经贸协议中信证券等多家券商公布去年12月业绩 净利环比大增我国全面开放油气勘查开采市场武汉不明原因的病毒性肺炎 \u200b  展开全文c ', 'date': '\n01月09日21:20\n', 'device': '搜狗高速浏览器', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '綦江检察院', 'txt': '\n                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】                ', 'date': '01月09日08:57', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': '21', 'comment_count': '25', 'like_count': '17'}
{'nickname': '冲屎君', 'txt': '\n                    不想跟岳父母住，就直说，没有疫情，也有别的理由不让他们来，你老婆也很讨厌跟你父母住在一起，都是人，女人更讨厌公公婆婆，就像你讨厌岳父母一样。将心比心，请保姆吧。                ', 'date': '01月09日20:13', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}
{'nickname': '冲屎君', 'txt': '\n                    不想跟岳父母住，就直说，没有疫情，也有别的理由不让他们来，你老婆也很讨厌跟你父母住在一起，都是人，女人更讨厌公公婆婆，就像你讨厌岳父母一样。将心比心，请保姆吧。                ', 'date': '01月09日20:13', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}
{'nickname': '冲屎君', 'txt': '\n                    不想跟岳父母住，就直说，没有疫情，也有别的理由不让他们来，你老婆也很讨厌跟你父母住在一起，都是人，女人更讨厌公公婆婆，就像你讨厌岳父母一样。将心比心，请保姆吧。                ', 'date': '01月09日20:13', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}
{'nickname': '冲屎君', 'txt': '\n                    不想跟岳父母住，就直说，没有疫情，也有别的理由不让他们来，你老婆也很讨厌跟你父母住在一起，都是人，女人更讨厌公公婆婆，就像你讨厌岳父母一样。将心比心，请保姆吧。                ', 'date': '01月09日20:13', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}
{'nickname': '冲屎君', 'txt': '\n                    不想跟岳父母住，就直说，没有疫情，也有别的理由不让他们来，你老婆也很讨厌跟你父母住在一起，都是人，女人更讨厌公公婆婆，就像你讨厌岳父母一样。将心比心，请保姆吧。                ', 'date': '01月09日20:13', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}

---------------------------------第4页------------------------------

------------------------------该页有22条微博-----------------------------
{'nickname': '用户mhmx401ltm', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日21:04\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '用户mhmx401ltm', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日21:04\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'ashang666', 'txt': '\n                    新型冠状病毒🦠 ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '情有可缘2_938', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日21:01\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '美丽雄州', 'txt': '\n                    转发微博                ', 'date': '01月09日15:37', 'device': '荣耀V9 我想要的快', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '5', 'like_count': '1'}
{'nickname': '美丽雄州', 'txt': '\n                    转发微博                ', 'date': '01月09日15:37', 'device': '荣耀V9 我想要的快', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '5', 'like_count': '1'}
{'nickname': '美丽雄州', 'txt': '\n                    转发微博                ', 'date': '01月09日15:37', 'device': '荣耀V9 我想要的快', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '5', 'like_count': '1'}
{'nickname': '美丽雄州', 'txt': '\n                    转发微博                ', 'date': '01月09日15:37', 'device': '荣耀V9 我想要的快', 'favorate_count': 0, 'forward_count': '9', 'comment_count': '5', 'like_count': '1'}
{'nickname': '福永来食品', 'txt': '\n                    武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒。据韩联社报道，韩国疾病管理本部9日表示，该国首例“不明原因肺炎”疑似患者的严重急性呼吸系统综合征(SARS，非典)检测结果呈阴性，该患者目前状况良好，肺炎症状有所好转。（环球网） \u200b                ', 'date': '\n01月09日20:53\n', 'device': '360手机 N7', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '7'}
{'nickname': '阅读在看', 'txt': '\n                    01月09日 农历腊月十五   星期四 简报1、文旅部：圆明园等22家旅游景区确定为国家5A级景区；2、广东一男子盗窃逾千辆共享单车获刑3年半，退赔金20万元；3、珠海正式开罚后排不系安全带，司机提醒执意不系的乘客罚50；4、深圳：今年将在全国率先实现5G基础设施全覆盖和独立组网；5、武汉“留人”成 \u200b  展开全文c ', 'date': '\n01月09日20:49\n', 'device': '荣耀NOTE8  2K大屏', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '3'}
{'nickname': '齿痕22047', 'txt': '\n                    【央视新闻】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因 武汉不明原因肺炎病原体为新型冠状病毒 。 O网页链接 \u200b                ', 'date': '\n01月09日20:47\n', 'device': '一条锦鲤', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Eschuihui', 'txt': '\n                    【微博账号安全随机检测】如您发现您的账号有我们检测信息请尽快修改密码！！！rngsq越过边界，沿着利文斯顿博（.）于世纪年代勘探出来、至今很少变动的那条路线进入扎伊尔的。应当有人去那边（尽可能接近苏丹边界）看看这两种疫情之间是否存在联系。接着我又想：我何不亲自去一趟呢？卡尔不对我的决定 \u200b  展开全文c ', 'date': '\n01月09日20:46\n', 'device': 'Android客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '想要一生可爱的名字', 'txt': '\n                    今天一个客人说 SARS也是冠状病毒.....                ', 'date': '01月09日20:35', 'device': 'iPhone 7', 'favorate_count': 0, 'forward_count': '1', 'comment_count': '1', 'like_count': 0}
{'nickname': 'HEDGE海聚海外', 'txt': '\n                    发布了头条文章：《武汉病毒性肺炎疫情，病原体初步判定丨今日热词打卡》  O武汉病毒性肺炎疫情，病原体初步判定丨今日热词打卡 \u200b                ', 'date': '\n01月09日20:45\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '旧岁新年516', 'txt': '\n                    护士节合唱曲目:《感恩的心》歌曲类型：深情、感人歌曲介绍：手语歌《感恩的心》是歌手欧阳菲菲小姐的代表作，歌中讲述了凄婉动人的故事。2006年有大陆著名歌手陈红翻唱再次走红。书籍《感恩的心》是陈志远作曲、陈乐融作词的。 感恩是构建和谐社会的基础，和谐社会离不开感恩。这个世界需要感恩， \u200b  展开全文c ', 'date': '\n01月09日20:44\n', 'device': '前后2000万 OPPO R11s', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '1', 'like_count': 0}
{'nickname': '城里的傻瓜', 'txt': '\n                    《春运期间如何避免不明原因肺炎疫情扩散？交通部等部委回应》1月9日上午10时，国新办举行新闻发布会，介绍2020年春运形势和工作安排。O网页链接 \u200b                ', 'date': '\n01月09日20:38\n', 'device': '百度App', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '家庭医生报', 'txt': '\n#武汉不明原因肺炎病原体为新型冠状病毒# 武汉8名不明原因的病毒性肺炎患者治愈出院        就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至1月7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状 \u200b  展开全文c ', 'date': '\n01月09日20:36\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '2'}
{'nickname': '营养君', 'txt': '\n                    【 武汉不明原因肺炎病原体为新型冠状病毒 】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒 \u200b  展开全文c ', 'date': '\n01月09日20:35\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '1', 'like_count': '1'}
{'nickname': '当代生活报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种#新型冠状病毒#，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视 \u200b  展开全文c ', 'date': '\n01月09日20:35\n', 'device': 'iPhone 7', 'favorate_count': 0, 'forward_count': '1', 'comment_count': '1', 'like_count': 0}
{'nickname': '当代生活报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种#新型冠状病毒#，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视 \u200b  展开全文c ', 'date': '\n01月09日20:35\n', 'device': 'iPhone 7', 'favorate_count': 0, 'forward_count': '1', 'comment_count': '1', 'like_count': 0}
{'nickname': '当代生活报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种#新型冠状病毒#，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视 \u200b  展开全文c ', 'date': '\n01月09日20:35\n', 'device': 'iPhone 7', 'favorate_count': 0, 'forward_count': '1', 'comment_count': '1', 'like_count': 0}
{'nickname': '当代生活报', 'txt': '\n                    【#武汉不明原因肺炎病原体为新型冠状病毒#】记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种#新型冠状病毒#，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。（央视 \u200b  展开全文c ', 'date': '\n01月09日20:35\n', 'device': 'iPhone 7', 'favorate_count': 0, 'forward_count': '1', 'comment_count': '1', 'like_count': 0}

---------------------------------第5页------------------------------

------------------------------该页有21条微博-----------------------------
{'nickname': 'YuCo511', 'txt': '\n                    还叮嘱寄每人一张；不怕疫情怕官员瞒实情百姓不知情：亲民排队合影！于是就有央广今天对卫生部“河南不可能瞒报手足口病”结论质疑！ \u200b                ', 'date': '\n01月09日20:34\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '泉网新闻', 'txt': '\n\ue627泉州关注 【武汉不明原因肺炎病原体为新型冠状病毒】据病原检测结果初步评估专家表示，截至2020年1月7日21时，实验室检出一种新型冠状病毒，并获得该病毒的全基因组序列，是从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态。目前经核酸检测方法共检出新型冠状病毒阳性结果为15 \u200b  展开全文c ', 'date': '\n01月09日20:34\n', 'device': '泉州关注超话', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': 0}
{'nickname': '玉泉溪_', 'txt': '\n                    《武汉不明原因肺炎病原体初步判定为新型冠状病毒》原标题：武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒… （分享自 @凯迪网络）点击链接查看详情 分享链接 O网页链接 \u200b                ', 'date': '\n01月09日20:28\n', 'device': '凯迪社区客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '停桢亭', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日20:26\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '佳佳新媒体1', 'txt': '\n                    佳佳新媒体：就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，截至7日21时，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从1例阳性病人样本中分离出该病毒，电镜下呈现典型的冠状病毒形态 \u200b  展开全文c ', 'date': '\n01月09日20:24\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '不独728', 'txt': '\n                    快转微博                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '庄里微', 'txt': '\n                    【长角血蜱！石家庄海关在秦皇岛地区首次发现！】1月9日记者从石家庄海关获悉，石家庄海关所属秦皇岛海关在秦皇岛口岸及相关区域捕获的 200 余只蜱类有了鉴定结果，经鉴定为长角血蜱，为秦皇岛地区首次发现。蜱是许多动物体表的寄生虫，也是一些人与动物共患疾病的传播源。此次发现的长角血蜱分布广 \u200b  展开全文c ', 'date': '\n01月09日20:21\n', 'device': '荣耀畅玩8C', 'favorate_count': 0, 'forward_count': '4', 'comment_count': 0, 'like_count': '1'}
{'nickname': 'LittleMosqutio', 'txt': '\n                    【新年flag】这条置顶实时更新进度，望各位网友监督🙏1.报插画课2.去大城市看五月天演唱会3.穿水手服去海边玩🏖️4.看完10本书（看了一本《棘手孩子》）5.多画画（画了一点有点静不下心）6.为自己买花（疫情不可抗力买不了）7.给爸爸妈妈买礼物（过年红包和礼物买了）8.认真与人交往相处 \u200b  展开全文c ', 'date': '\n01月09日20:19\n', 'device': 'iPhone客户端', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '专注热点涨停', 'txt': '\n                    大北农公告，2019年12月销售生猪12.92万头，销售收入5.7亿元，销售收入环比增长84.47%，同比增长151.10%。2019年1-12月，销售收入33.3亿元，同比增长68.18%。为有效防控非洲猪瘟疫情，各单位加大卫生防疫力度，分阶段补栏和分阶段装猪，公司累计销售生猪162.84万头，同比增长-2.12%。 \u200b                ', 'date': '\n01月09日20:19\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': 'Pirate--船长', 'txt': '\n\ue627股市财经新闻 【大北农：去年12月销售生猪收入5.7亿元，环比增长84.47%，同比增长151.10%】大北农公告，2019年12月销售生猪12.92万头，销售收入5.7亿元，销售收入环比增长84.47%，同比增长151.10%。2019年1-12月，销售收入33.3亿元，同比增长68.18%。为有效防控非洲猪瘟疫情，各单位加大卫生防 \u200b  展开全文c ', 'date': '\n01月09日20:18\n', 'device': '股市财经新闻超话', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': '1'}
{'nickname': '评论员杨禹', 'txt': '\n                    【评国家统计局公布2019全年物价数据】1、2019年全年CPI增长2.9%，物价预期目标——“居民消费价格涨幅3%左右”得以实现。这是在国内外风险挑战明显增多、物价领域本身也出现异动的情况下实现的，殊为不易。2、12月猪肉价格同比涨幅回落13.2个百分点，环比下降5.6%，表明由涨转降的拐点初步形成。但还 \u200b  展开全文c ', 'date': '\n01月09日20:16\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '11', 'comment_count': '14', 'like_count': '52'}
{'nickname': '通货朋仗', 'txt': '\n                    周老板，我最近因为岳父母要来北京过年的事跟媳妇儿闹了矛盾，媳妇儿已经几天不理我了。我们在北京工作，有一个儿子，平时我父母跟我们住一起，照顾孩子。春节我父母想回老家跟亲戚聚聚，我媳妇儿就想让岳父母来北京过春节。本来我挺乐意的，但岳父母不是常住武汉么，最近武汉发生的疫情大家也都知道， \u200b  展开全文c ', 'date': '\n01月09日20:13\n', 'device': '太热坚果手机 Pro 2', 'favorate_count': 0, 'forward_count': '30', 'comment_count': '131', 'like_count': '1287'}
{'nickname': '蓝鲸财经记者工作平台', 'txt': '\n#大北农生猪销售年收入同比增长近七成#【大北农：2019年生猪销售收入同比增长68%】大北农晚间公告，2019年12月销售生猪12.92万头，销售收入5.7亿元，销售收入环比增长84.47%，同比增长151.10%。2019年1-12月，销售收入33.3亿元，同比增长68.18%。为有效防控非洲猪瘟疫情，各单位加大卫生防疫力度，分 \u200b  展开全文c ', 'date': '\n01月09日20:11\n', 'device': 'iPhone XR', 'favorate_count': 0, 'forward_count': '13', 'comment_count': '8', 'like_count': '23'}
{'nickname': 'L向阳花L', 'txt': '\n                    相信党，相信国家，肯定能解决的。武汉市“不明原因肺炎”疫情持续引发关注。目前仍未明确是何种病原体。武汉卫健委1月5日晚就此发布第三份通报，表示已排除流感、禽流感、腺病毒、严重急性呼吸道综合征（SARS）和中东呼吸综合征（MERS）。思元0109。武汉不明原因肺炎已排除sars病原#  ...全文 \u200b                ', 'date': '\n01月09日20:02\n', 'device': '三星android智能手机', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '你的世界从未有我的位置', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日20:01\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '晓小烨', 'txt': '\n                    快转微博                ', 'date': '01月09日12:36', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '112', 'comment_count': '371', 'like_count': '1127'}
{'nickname': '用户寒冬中的暖意7163096466', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:57\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '香港衛視HKS', 'txt': '\n                    【春运如何避免武汉肺炎疫情扩散？ 交通运输部：将做好消毒监测防护措施】对于如何在春运期间防控武汉不明原因肺炎传播的问题，交通运输部总工程师汪洋9日回应表示，为了进一步保障旅客健康出行，交通运输部对此高度重视，进行了安排部署，将重点做好旅客出行量大的区域，包括交通枢纽、客运站、货源枢 \u200b  展开全文c ', 'date': '\n01月09日19:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '5'}
{'nickname': '香港衛視HKS', 'txt': '\n                    【春运如何避免武汉肺炎疫情扩散？ 交通运输部：将做好消毒监测防护措施】对于如何在春运期间防控武汉不明原因肺炎传播的问题，交通运输部总工程师汪洋9日回应表示，为了进一步保障旅客健康出行，交通运输部对此高度重视，进行了安排部署，将重点做好旅客出行量大的区域，包括交通枢纽、客运站、货源枢 \u200b  展开全文c ', 'date': '\n01月09日19:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '5'}
{'nickname': '香港衛視HKS', 'txt': '\n                    【春运如何避免武汉肺炎疫情扩散？ 交通运输部：将做好消毒监测防护措施】对于如何在春运期间防控武汉不明原因肺炎传播的问题，交通运输部总工程师汪洋9日回应表示，为了进一步保障旅客健康出行，交通运输部对此高度重视，进行了安排部署，将重点做好旅客出行量大的区域，包括交通枢纽、客运站、货源枢 \u200b  展开全文c ', 'date': '\n01月09日19:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '5'}
{'nickname': '香港衛視HKS', 'txt': '\n                    【春运如何避免武汉肺炎疫情扩散？ 交通运输部：将做好消毒监测防护措施】对于如何在春运期间防控武汉不明原因肺炎传播的问题，交通运输部总工程师汪洋9日回应表示，为了进一步保障旅客健康出行，交通运输部对此高度重视，进行了安排部署，将重点做好旅客出行量大的区域，包括交通枢纽、客运站、货源枢 \u200b  展开全文c ', 'date': '\n01月09日19:55\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': '1', 'comment_count': 0, 'like_count': '5'}

---------------------------------第6页------------------------------

------------------------------该页有11条微博-----------------------------
{'nickname': '狼狼狼狼狼狼狼七匹狼', 'txt': '\n                    新型冠状病毒！武汉不明原因肺炎“元凶”初步判定专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。目前为止，已知的人类冠状病毒共有六种，其中SARS和MERS可引起严重呼吸系统疾病。引起本次疫情的新型冠状病毒不同于已发现的类型，对该病毒的深入了解需要进一步科学研究。 \u200b                ', 'date': '\n01月09日19:52\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': '3', 'like_count': '2'}
{'nickname': '新闻后面有什么', 'txt': '\n                    【武汉不明原因的病毒性肺炎疫情病原体初步判定为新型冠状病毒】就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，记者今天从病原检测结果初步评估专家组了解到，截至2020年1月7日21时，实验室检出一种新型冠状病毒，获得该病毒的全基因组序列，经核酸检测方法共检出新型冠状病毒阳性结果15例，从 \u200b  展开全文c ', 'date': '\n01月09日19:51\n', 'device': '微博 weibo.com', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '幕府西路12', 'txt': '\n                    就武汉不明原因的病毒性肺炎疫情病原学鉴定进展问题，专家组认为，本次不明原因的病毒性肺炎病例的病原体初步判定为新型冠状病毒。 O网页链接 \u200b                ', 'date': '\n01月09日19:45\n', 'device': '科普中国', 'favorate_count': 0, 'forward_count': 0, 'comment_count': 0, 'like_count': 0}
{'nickname': '汽化的water', 'txt': '\n                    //@米虫之台州: 武汉不明原因病毒性肺炎疫情病原体初步判定为新型冠状病毒#武汉肺炎# ', 'date': '01月09日08:15', 'device': 'iPhone X', 'favorate_count': 0, 'forward_count': '85', 'comment_count': '42', 'like_count': '194'}
{'nickname': '巴頓00852', 'txt': '\n                    在聖誕、元旦到來之際，流感在美國爆發，聯邦疾病防治中心(CDC)公布的報告指出，疫情已蔓延30個州，包括加州、紐約州和華盛頓州等，甚至蔓延到美國屬地波多黎各。迄今全美至少有370萬人感染，已造成近2000多人死亡，其中有19名兒童。各州的感染病例仍在持續增加中。 \u200b                ', 'date': '\n01月09日19:41\n', 'device': '华为手机', 'favorate_count': 0, 'forward_count': '7', 'comment_count': '46', 'like_count': '314'}
